Título da checagem,Data da checagem,Natureza da notícia,Candidato(s) favorecidos(s) pela notícia falsa,Agência,Link
Verificamos o último debate presidencial antes do segundo turno das eleições de 2022,10/29/2022,,indefinido,AFP Checamos,https://checamos.afp.com/doc.afp.com.32MD4Q6
Imagens de Lula no debate da Globo não mostram que ele tenha usado ponto eletrônico,10/29/2022,Falsa,Jair Bolsonaro,AFP Checamos,https://checamos.afp.com/doc.afp.com.32ME4UE
"Vídeo vinculado a “pessoal do PT” em SC mostra, na verdade, abordagem policial a torcedores no CE",10/30/2022,Falsa,Jair Bolsonaro,AFP Checamos,https://checamos.afp.com/doc.afp.com.32MG6FJ
Vídeo que mostraria eleitores impedidos de votar no Amazonas em 30/10 circula desde setembro,10/30/2022,Falsa,Lula,AFP Checamos,https://checamos.afp.com/doc.afp.com.32MG8UW
Uma foto de dinheiro apreendido em 2020 circula vinculado às eleições de 2022,10/30/2022,Falsa,Jair Bolsonaro,AFP Checamos,https://checamos.afp.com/doc.afp.com.32MG9T6
"Este vídeo exibe festa de torcida de futebol na Croácia em 2020, não vitória de Lula em 2022",10/31/2022,Falsa,Lula,AFP Checamos,https://checamos.afp.com/doc.afp.com.32MJ7LV
Vídeo não é de comemoração na Maré após vitória de Lula em 2022; cena circula desde 2019,10/31/2022,Falsa,Lula,AFP Checamos,https://checamos.afp.com/doc.afp.com.32MJ7XR
Vídeo não mostra voto sendo computado duas vezes e mesário não tem acesso à escolha do eleitor,11/1/2022,Falsa,Jair Bolsonaro,AFP Checamos,https://checamos.afp.com/doc.afp.com.32ML2YP
Vídeo de barco com pessoas de vermelho não foi gravado no segundo turno das eleições de 2022,11/1/2022,Falsa,Lula,AFP Checamos,https://checamos.afp.com/doc.afp.com.32ML72N
"Eleição é definida por número de votos válidos, e não pela média de porcentagens por região",11/1/2022,Falsa,Jair Bolsonaro,AFP Checamos,https://checamos.afp.com/doc.afp.com.32ML8VE
Vídeo de festa com armas circula desde antes de os resultados das eleições de 2022 serem divulgados,11/3/2022,Falsa,Jair Bolsonaro,AFP Checamos,https://checamos.afp.com/doc.afp.com.32MN4N4-1
"Vídeos não mostram invasão à Havan, e sim danos por chuva e surto de homem em farmácia",11/3/2022,Falsa,Jair Bolsonaro,AFP Checamos,https://checamos.afp.com/doc.afp.com.32MR3KE-1
"Vídeo com policiais no Congresso exibe protestos em 2016 e 2017, sem relação com vitória de Lula",11/3/2022,Falsa,Jair Bolsonaro,AFP Checamos,https://checamos.afp.com/doc.afp.com.32MR6BG-1
Comparação entre gráficos de apuração no Brasil e nos EUA não prova fraude; sistemas são distintos,11/4/2022,Falsa,Jair Bolsonaro,AFP Checamos,https://checamos.afp.com/doc.afp.com.32MU2P6-1
"Matéria do JN sobre redução do Auxílio Brasil fala de proposta do governo Bolsonaro, não de Lula",11/4/2022,Falsa,Jair Bolsonaro,AFP Checamos,https://checamos.afp.com/doc.afp.com.32MU7NF-1
"CNN não noticiou que Lula tributará o PIX, congelará poupanças e criará o “Peso Real”",11/7/2022,Falsa,Jair Bolsonaro,AFP Checamos,https://checamos.afp.com/doc.afp.com.32MZ78L-1
Não é verdade que Bolsonaro não obteve nenhum voto no município de São Gabriel da Cachoeira,11/7/2022,Falsa,Jair Bolsonaro,AFP Checamos,https://checamos.afp.com/doc.afp.com.32N264C-1
"Relatórios virais sobre eleições de 2022 usam premissas falsas, portanto não comprovam fraude",11/7/2022,Falsa,Jair Bolsonaro,AFP Checamos,https://checamos.afp.com/doc.afp.com.32N26JW-1
"Bolsonaro foi votado em Manicoré (AM) no segundo turno, ao contrário do alegado em vídeo",11/8/2022,Falsa,Jair Bolsonaro,AFP Checamos,https://checamos.afp.com/doc.afp.com.32N67CE-1
"Vídeo em que senadores pedem o impeachment de Toffoli e Moraes é de 2019, não de 2022",11/9/2022,Falsa,Jair Bolsonaro,AFP Checamos,https://checamos.afp.com/doc.afp.com.32N82NM
"Denúncia de ""juíza sueca"" sobre eleições no Brasil é, na verdade, entrevista de cantora do ABBA",11/9/2022,Falsa,Jair Bolsonaro,AFP Checamos,https://checamos.afp.com/doc.afp.com.32N87FE
Donald Trump não estava concorrendo nas eleições de meio de mandato de 2022 nos EUA,11/9/2022,Falsa,Jair Bolsonaro,AFP Checamos,https://checamos.afp.com/doc.afp.com.32N887G
"""Zero votos"" em Bolsonaro em algumas seções eleitorais não provam que houve fraude",11/9/2022,Falsa,Jair Bolsonaro,AFP Checamos,https://checamos.afp.com/doc.afp.com.32N89VB
"TSE registrou votos para Bolsonaro em municípios do Amazonas, ao contrário do alegado em imagens",11/10/2022,Falsa,Jair Bolsonaro,AFP Checamos,https://checamos.afp.com/doc.afp.com.32NA7NF
Vídeo de indígenas protestando em Brasília em 2021 circula relacionado às eleições de 2022,11/10/2022,Falsa,Jair Bolsonaro,AFP Checamos,https://checamos.afp.com/doc.afp.com.32NB2R8
"Apresentador não noticiou que esposa de Marcola, do PCC, foi indicada a ministério, como viralizado",11/10/2022,Falsa,Jair Bolsonaro,AFP Checamos,https://checamos.afp.com/doc.afp.com.32NB2KF
"Lula teve a candidatura aprovada pelo TSE, portanto não há impedimento para diplomação",11/11/2022,Falsa,Jair Bolsonaro,AFP Checamos,https://checamos.afp.com/doc.afp.com.32NC76Q
Janones não disse que Lula pretende acabar com o Auxílio Brasil; vídeo viral é uma montagem,11/11/2022,Falsa,Jair Bolsonaro,AFP Checamos,https://checamos.afp.com/doc.afp.com.32NC8C2
Vídeo de protesto de indígenas contra garimpo ilegal em 2021 é vinculado falsamente às eleições,11/11/2022,Falsa,Jair Bolsonaro,AFP Checamos,https://checamos.afp.com/doc.afp.com.32NC8LU
Capa com manchete sobre suposto confisco de poupança por parte de Lula é montagem,11/15/2022,Falsa,Jair Bolsonaro,AFP Checamos,https://checamos.afp.com/doc.afp.com.32NL367
A Jovem Pan não noticiou que o primeiro-ministro da Holanda “confirmou” fraude eleitoral no Brasil,11/17/2022,Falsa,Jair Bolsonaro,AFP Checamos,https://checamos.afp.com/doc.afp.com.32NT62R
"Vídeo de conflito na fronteira do Brasil com a Venezuela é de 2018, não 2022",11/17/2022,Falsa,Jair Bolsonaro,AFP Checamos,https://checamos.afp.com/doc.afp.com.32NT7NK
O artigo 5° do tratado da Otan não “obriga” a uma resposta militar se um membro é atacado,11/17/2022,Falsa,indefinido,AFP Checamos,https://checamos.afp.com/doc.afp.com.32NT92L
Vídeo de manifestação pró-Bolsonaro no Centro do Rio é anterior ao 15 de novembro de 2022,11/17/2022,Falsa,Jair Bolsonaro,AFP Checamos,https://checamos.afp.com/doc.afp.com.32NT976
Coluna da Folha de S.Paulo sobre criação do “Ministério de Todes” era de conteúdo satírico,11/17/2022,Falsa,Jair Bolsonaro,AFP Checamos,https://checamos.afp.com/doc.afp.com.32NT9Y8
Vídeo não mostra petistas atirando contra uma igreja; áudio foi alterado,11/18/2022,Falsa,Jair Bolsonaro,AFP Checamos,https://checamos.afp.com/doc.afp.com.32NV4E9
"Policiais assassinados vistos em vídeo não eram chilenos, mas sim equatorianos",11/18/2022,Falsa,Jair Bolsonaro,AFP Checamos,https://checamos.afp.com/doc.afp.com.32NW4TN
Vídeo de pescadores protestando em Itajaí em apoio a caminhoneiros circula desde 2018,11/21/2022,Falsa,Jair Bolsonaro,AFP Checamos,https://checamos.afp.com/doc.afp.com.32P29FJ
Tabela com dados de logs de urna não identifica relação entre eleitor e voto,11/21/2022,Falsa,Jair Bolsonaro,AFP Checamos,https://checamos.afp.com/doc.afp.com.32PM78Y
"Equipe de transição de Lula tem 17 integrantes remunerados, não mais de 280, como dito nas redes",11/23/2022,Falsa,Jair Bolsonaro,AFP Checamos,https://checamos.afp.com/doc.afp.com.32RC7X7
"Certidões eleitorais de Lula no TRF1 não foram alteradas, elas se referem a instâncias diferentes",11/23/2022,Falsa,Jair Bolsonaro,AFP Checamos,https://checamos.afp.com/doc.afp.com.32RN8CL
"Tendas do Exército na Praça da Sé, em São Paulo, são para ação social, não “intervenção militar”",11/24/2022,Falsa,Jair Bolsonaro,AFP Checamos,https://checamos.afp.com/doc.afp.com.32T283V
"Urnas podem ser identificadas mesmo sem número de série, diferente do que alega pedido do PL",11/24/2022,Falsa,Jair Bolsonaro,AFP Checamos,https://checamos.afp.com/doc.afp.com.32T99DC
Lula não vendeu o solo da Amazônia para uma empresa da Noruega,11/24/2022,Falsa,Jair Bolsonaro,AFP Checamos,https://checamos.afp.com/doc.afp.com.32TD4DC
"Foto de urnas danificadas é de acidente em 2009, não de ""descarte ilegal"" após pleito de 2022",11/25/2022,Falsa,Jair Bolsonaro,AFP Checamos,https://checamos.afp.com/doc.afp.com.32U39PQ
Público não gritou “Lula ladrão” na abertura da Copa do Mundo; áudio de vídeo viral foi adulterado,11/28/2022,Falsa,Jair Bolsonaro,AFP Checamos,https://checamos.afp.com/doc.afp.com.32VM4RB
"Alckmin não apresentou proposta pelo fim do Bolsa Família, mas sua exclusão do teto de gastos",11/29/2022,Falsa,Jair Bolsonaro,AFP Checamos,https://checamos.afp.com/doc.afp.com.32W76MX
"Ônibus escolares não foram doados pelo governo federal, mas comprados pela gestão estadual do RN",11/29/2022,Falsa,Jair Bolsonaro,AFP Checamos,https://checamos.afp.com/doc.afp.com.32WC4YY
"Este vídeo mostra Macron levando um tapa de um homem em 2021, não de uma mulher em 2022",11/30/2022,Falsa,indefinido,AFP Checamos,https://checamos.afp.com/doc.afp.com.32WK4DZ
Homem que alega “fraude” nas eleições não é servidor do TSE e admitiu ter mentido nas redes,11/30/2022,Falsa,Jair Bolsonaro,AFP Checamos,https://checamos.afp.com/doc.afp.com.32WN8RC
Discurso de Bolsonaro sobre Forças Armadas é de abril de 2022 e não tem relação com as eleições,12/1/2022,Falsa,Jair Bolsonaro,AFP Checamos,https://checamos.afp.com/doc.afp.com.32X666Z
