,Título da checagem,Data da checagem,Natureza da notícia,Candidato(s) favorecidos(s) pela notícia falsa,Agência,Link
105,"Indígenas ianomâmis não praticam canibalismo, como disse Bolsonaro",10/16/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/16/indigenas-ianomamis-nao-praticam-canibalismo-como-disse-bolsonaro.htm
106,Depredação de igreja por petista no Ceará ocorreu em fevereiro,10/17/2022,Falsa,indefinido,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/17/militante-pt-igreja-depredada-ceara.htm
107,É falsa mensagem no Whatsapp que promete R$ 1.200 do Auxílio Brasil,10/17/2022,Falsa,indefinido,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/17/auxilio-brasil-mensagem-falsa-whatsapp.htm
108,Vídeo de general Heleno sobre atentado é de 2018 e não se refere a Tarcísio,10/17/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/17/video-de-heleno-sobre-atentado-e-de-2018-e-nao-se-refere-a-tarcisio.htm
109,"Mensagem falsa no WhatsApp diz que PT tem ""plano de dominação comunista""",10/17/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/17/mensagem-falsa-no-whatsapp-diz-que-pt-tem-plano-de-dominacao-comunista.htm
110,Lula não xingou assessora em debate; fala era para o fotógrafo Stuckinha,10/17/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/17/lula-nao-xingou-assessora-em-debate-fala-era-para-o-fotografo-stuckinha.htm
111,Lula não parabenizou recepção de Tarcísio em Paraisópolis no Twitter,10/17/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/17/lula-nao-parabenizou-recepcao-de-tarcisio-em-paraisopolis-no-twitter.htm
112,É falso tuíte em que Lula diz que tráfico gera riqueza,10/17/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/17/falso-lula-tuite-trafico-de-drogas.htm
113,Lula erra dados históricos e exagera sobre novas vagas em universidades,10/18/2022,Falsa,Lula,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/18/lula-erra-dados-historicos-e-exagera-sobre-novas-vagas-em-universidades.htm
114,É falso que Padre Marcelo Rossi manifestou apoio à candidatura de Lula,10/18/2022,Falsa,Lula,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/18/padre-marcelo-rossi-lula-apoio-tuite-falso.htm
115,Lula não disse que vai bloquear poupanças para manter Auxílio Brasil,10/18/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/18/lula-nao-disse-que-vai-bloquear-poupancas-para-manter-auxilio-brasil.htm
116,É falso tuíte em que Bolsonaro fala em atração por 'jovenzinha',10/18/2022,Falsa,Lula,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/18/bolsonaro-tuite-falso-jovenzinha.htm
117,"Manifestação de venezuelanos em Roraima foi apartidária, não contra Lula",10/18/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/18/manifestacao-venezuelanos-roraima-bolsonaro-imprecisa.htm
118,Vídeo distorce fala de diretora da Pfizer sobre falta de testes da vacina,10/18/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/18/video-distorce-fala-de-diretora-da-pfizer-sobre-falta-de-testes-da-vacina.htm
119,Lula não tentou beijar boca de criança em comício; vídeo é enganoso,10/18/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/18/lula-beijo-boca-crianca.htm
120,Áudio inventa grupo secreto do PT e mente sobre controle de votos,10/18/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/18/audio-inventa-grupo-secreto-do-pt-e-mente-sobre-controle-de-votos.htm
121,"Estudantes protestaram em universidade, não em igreja luterana em Joinville",10/19/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/19/estudantes-protestaram-em-universidade-nao-igreja-luterana-em-joinville.htm
122,"É falso que Lula quer acabar com trabalho por aplicativo, como Uber e Ifood",10/19/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/19/lula-acabar-transporte-aplicativo-falso.htm
123,É falso que eleitor do Pará votou também para o 2º turno em 2 de outubro,10/19/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/19/e-falso-que-eleitor-do-para-votou-tambem-para-o-2-turno-em-2-de-outubro.htm
124,Apoiador de Lula na BA não foi preso por tiroteio em agenda de Tarcísio,10/19/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/19/lula-homem-tarcisio-tiroreio-falso.htm
125,Vídeo omite que Lula falava de Bolsonaro ao dizer 'tenho que mentir',10/19/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/19/video-omite-que-lula-falava-de-bolsonaro-ao-dizer-tenho-que-mentir.htm
126,"A 10 dias do 2º turno, Bolsonaro insiste em mentiras sobre vacina e fome",10/20/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/20/bolsonaro-vacina-fome-podcast-inteligencia-ltda.htm
127,É falso que TSE enviou funcionário a estúdio para censurar Jovem Pan,10/20/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/20/tse-jovem-pan-censura-censor-falso.htm
128,É falso vídeo em que Lula chama Dilma de 'mentirosa' e 'cretina',10/20/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/20/lula-dilma-xinga-mentirosa-cretina-falso-video.htm
129,Lula não escolheu Dilma como ministra da Economia em eventual governo,10/20/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/20/lula-dilma-ministra-economia-falso.htm
130,É falso que união conjugal de menores na Colômbia seja política de esquerda,10/20/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/20/e-falso-que-governo-petro-aprovou-uniao-conjugal-de-adolescentes.htm
131,É falso que passeata pró-Lula na Bahia zombou de evangélicos,10/20/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/20/e-falso-que-passeata-pro-lula-na-bahia-zombou-de-evangelicos.htm
132,"No SBT, Bolsonaro fala mentiras vetadas pelo TSE em propaganda eleitoral",10/21/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/21/bolsonaro-sabatina-sbt-2o-turno.htm
133,Felipe Neto e Janones não fizeram promessas sobre entrevista de Bolsonaro,10/21/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/21/felipe-neto-andre-janones-bolsonaro-tuites-falsos.htm
134,É falso que MST incendiou carros de religiosos em Eldorado dos Carajás (PA),10/21/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/21/mst-incendio-carros-religiosos-eldorado-dos-carajas.htm
135,TSE não proibiu comemoração ao Dia do Médico; decisão partiu do próprio CFM,10/21/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/21/tse-campanha-dia-do-medico-cfm-falso.htm
136,Ratzinger relacionou comunhão e voto em carta de 2004,10/21/2022,Verdadeira,indefinido,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/21/e-falsa-citacao-atribuida-a-bento-16-que-relaciona-comunhao-e-voto.htm
137,É falso que homem em ato do PT foi preso por tiroteio em agenda de Tarcísio,10/24/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/comprova/ultimas-noticias/2022/10/24/e-falso-que-homem-em-ato-do-pt-foi-preso-por-tiroteio-em-agenda-de-tarcisio.htm
138,Policial ferida por Roberto Jefferson não estava grávida ou perdeu bebê,10/24/2022,Falsa,indefinido,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/24/policial-roberto-jefferson-gravida-perdeu-bebe.htm
139,Bolsonaro repete frase falsa atribuída a Joaquim Barbosa sobre ele,10/24/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/24/bolsonaro-sabatina-tv-record-23-outubro.htm
140,Vídeo viral reúne três fakes contra Lula já desmentidas,10/25/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/25/video-viral-reune-tres-fakes-contra-lula-ja-desmentidas.htm
141,Heineken não trocou rótulo para estrela verde e amarela com número 22,10/25/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/25/heineken-nao-trocou-rotulo-para-estrela-verde-e-amarela-com-numero-22.htm
142,É falso que Felipão declarou apoio a Lula,10/25/2022,Falsa,Lula,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/25/felipao-apoia-lula.htm
143,Bolsonaro não recebe R$ 68 mil do INSS; imagem falsa volta a circular,10/25/2022,Falsa,Lula,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/25/bolsonaro-r68-mil-aposentadoria-inss.htm
144,"Em live, Bolsonaro mostra plano apartidário como 'programa do Alckmin'",10/27/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/27/em-live-bolsonaro-mostra-plano-apartidario-como-programa-do-alckmin.htm
145,É falso vídeo em que Ronaldo dança ao som de canção em apoio a Bolsonaro,10/28/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/28/ronaldo-bolsonaro-video-falso.htm
146,Bolsonaro não postou direito de resposta a Lula sobre Auxílio Brasil,10/28/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/28/bolsonaro-lula-direito-de-resposta-auxilio-brasil-falso.htm
147,Programa de governo de Lula não prevê legalização de drogas e soltar presos,10/28/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/28/lula-programa-de-governo-liberacao-drogas-falso.htm
148,UOL Confere: fala de Ratzinger é de carta escrita 2004,10/29/2022,Verdadeira,indefinido,UOL Confere,https://noticias.uol.com.br/ultimas-noticias/erratas/2022/10/29/uol-confere-fala-de-ratzinger-e-de-carta-escrita-2004.htm
149,Banheiro unissex e fechamento de igrejas: as fakes sobre Lula no 2º turno,10/29/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/29/checagens-sobre-lula-segundo-turno.htm
150,Ataque a padres e confisco: fakes sobre Bolsonaro no 2º turno,10/29/2022,Falsa,Lula,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/29/checagens-sobre-bolsonaro-segundo-turno.htm
151,"Na Globo, Lula distorce discurso de Bolsonaro de 1992 sobre pílula abortiva",10/29/2022,Falsa,Lula,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/29/lula-debate-globo-2-turno.htm
152,Bolsonaro mente na Globo ao dizer que não citou pílula abortiva em 1992,10/29/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/29/bolsonaro-debate-globo-2-turno.htm
153,Post usa foto de operação da PF de 2020 para mentir sobre compra de voto,10/30/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/30/dinheiro-apreendido-rj-2020.htm
154,É falso que Musk tenha dito que reativará conta de Luciano Hang no Twitter,10/30/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/30/post-elon-musk-conta-luciano-hang.htm
155,TSE não disse que apuração terminará no Nordeste; ordem independe de estado,10/30/2022,Falsa,indefinido,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/30/tse-nao-disse-que-apuracao-terminara-no-nordeste-ordem-independe-de-estado.htm
156,Fakes sobre TSE e processo eleitoral inventaram cidades e falso censor,10/30/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/30/checagens-sobre-tse-e-processo-eleitoral-segundo-turno.htm
157,Vídeo com festa de homens armados não foi gravado após vitória de Lula,10/31/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/31/lula-bandidos-comemoram-vitoria-falso.htm
158,Lula não chamou caminhoneiros de vagabundos fascistas; imagem é falsa,10/31/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/31/e-falso-lula-caminhoneiros-vagabundos.htm
159,Terminal do mesário não mostra quantos votos cada candidato recebeu,10/31/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/31/terminal-do-mesario-nao-mostra-numero-de-votos-para-cada-candidato.htm
160,TV Globo não gravou especial de fim de ano com Lula e Janja,10/31/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/31/tv-globo-nao-gravou-especial-de-fim-de-ano-com-lula-e-janja.htm
161,É falsa notícia sobre suposta apreensão de R$ 985 mi da campanha de Lula,10/31/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/31/lula-apreensao-pf-falso.htm
162,Post falso diz que abordagem a torcedores do Sport é ação contra MST,10/31/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/31/mst-abordagem-sc-video-falso.htm
163,"UOL não publicou que Lula pretende taxar Pix, como alega post",10/31/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/31/uol-lula-taxa-pix-falso.htm
164,Declaração falsa de Villas Bôas é nova versão de mentira de 2018,11/1/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/11/01/exercito-golpe-militar-falso.htm
165,Marcola é apelido de assessor do PT; líder do PCC está preso e não vota,11/1/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/11/01/marcola-assessor-do-pt.htm
166,Vídeo usa dado errado para calcular resultado da eleição; Lula não perdeu,11/1/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/11/01/soma-porcentagem-votos-regiao-distorce-bolsonaro-lula-vitoria.htm
167,É falso que unidade do Coco Bambu tenha sido invadida por eleitores de Lula,11/1/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/11/01/invasao-coco-bambu-falso.htm
168,Fakes sobre artigo 142 da Constituição incluem espera de 72h e intervenção,11/1/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/11/01/mentiras-sobre-artigo-142-da-constituicao-federal.htm
169,É falso tuíte em que Lula defende desmilitarização das polícias,11/1/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/11/01/tuite-falso-lula-desmilitarizacao-policias.htm
170,É falso que Barroso tenha decretado o fim da propriedade privada,11/1/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/11/01/barroso-fim-propriedade-privada-falso.htm
171,É falso que STM cobrou explicações de Moraes após suposta fraude eleitoral,11/3/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/11/03/stm-fraude-moraes-falso.htm
172,"Governo Bolsonaro enviou Orçamento 2023 com auxílio de R$ 400, não Lula",11/3/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/11/03/orcamento-2023-auxilio-brasil-400-reais-lula-falso.htm
173,Mesário usou carimbo de 'não compareceu' por engano no RJ,11/3/2022,Verdadeira,indefinido,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/11/03/mesario-usou-carimbo-de-nao-compareceu-por-engano-no-rj.htm
174,É falso tuíte atribuído a Lula sobre volta do ICMS da gasolina,11/3/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/11/03/tuite-falso-de-lula-sobre-icms.htm
175,Seção com 100% dos votos válidos para Lula não é indício de fraude,11/3/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/11/03/lula-votos-urna-secao-fraude-falso.htm
176,Posts distorcem vídeo que mostra protesto de policiais em 2017,11/3/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/11/03/posts-distorcem-video-que-mostra-protesto-de-policiais-em-2017.htm
177,É falso que Geraldo Alckmin defendeu a taxação do Pix,11/4/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/11/04/geraldo-alckmin-taxacao-pix-falso.htm
178,É falso tuíte em que Janones defende que bolsonaristas sejam queimados,11/4/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/11/04/janones-tuite-bolsonaristas-falso.htm
179,É falso ofício com nome de ex-comandante do Exército ao TSE sobre fraude,11/4/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/11/04/e-falso-oficio-com-nome-do-comandante-do-exercito-ao-tse-sobre-fraude.htm
180,Carta falsa sobre golpe usa nome de presidente aposentado do STM,11/4/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/11/04/carta-falsa-sobre-golpe-usa-nome-de-presidente-aposentado-do-stm.htm
181,Vídeo de Malafaia com multidão em Brasília foi gravado no 7 de setembro,11/4/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/11/04/silas-malafaia-video-manifestacao-distorcido.htm
182,Jean Wyllys não disse que pretende banir a Bíblia do Brasil,11/4/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/11/04/jean-wyllys-nao-disse-que-pretende-banir-a-biblia-do-brasil.htm
183,Jovem Pan não noticiou e Lula não prometeu indulto a Adélio Bispo,11/4/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/11/04/jovem-pan-nao-noticiou-e-lula-nao-prometeu-indulto-a-adelio-bispo.htm
184,Vídeo em que militares aparecem em estação de trem de SP é de 2018,11/7/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/11/07/video-militares-suzano-distorcido.htm
185,Boulos posta vídeo antigo de Bolsonaro como se fosse fala após derrota,11/7/2022,Falsa,Lula,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/11/07/video-bolsonaro-consequencias-boulos-distorcido.htm
186,Vídeo em que deputado petista é hostilizado em avião é de 2019,11/7/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/11/07/video-jose-guimaraes-hostilizado-2019-distorcido.htm
187,"Lula não está internado no Sírio-Libanês, nem sofreu AVC ou infarto",11/7/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/11/07/lula-internado-sirio-libanes-falso.htm
188,TSE não admitiu falha na contagem dos votos; vídeo é de 2020,11/8/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/11/08/tse-barroso-falha-votos-falso.htm
189,"Seções eleitorais não 'sumiram', foram agregadas; votos foram computados",11/8/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/11/08/secoes-eleitorais-nao-sumiram-foram-agregadas-votos-foram-computados.htm
190,É falso que Bolsonaro não recebeu votos no município de Manicoré (AM),11/8/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/11/08/indigena-bolsonaro-0-votos-manicore-falso.htm
191,Vídeo em que policial apoia Mourão sobre intervenção militar é de 2017,11/9/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/11/09/policial-golpe-mourao-distorcido.htm
192,É falso que a Torre Eiffel foi iluminada em homenagem à eleição de Lula,11/9/2022,Falsa,Lula,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/11/09/torre-eiffel-verde-e-amarelo-lula-falso.htm
193,É falso que Alexandre de Moraes foi indicado ao STF pelo PT,11/9/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/11/09/moraes-indicado-stf-pt-falso.htm
194,Vídeo de Girão é distorcido para sugerir que Moraes sofrerá impeachment,11/9/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/11/09/impeachment-alexandre-de-moraes-girao.htm
195,É montagem vídeo em que agentes da PRF cantam contra o Supremo,11/10/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/11/10/montagem-prf-contra-supremo.htm
196,"É falso que esposa de Marcola, do PCC, foi indicada para ministério de Lula",11/10/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/11/10/lula-mulher-de-marcola-indicacao-falso.htm
197,Lista com seções sem votos em Bolsonaro não comprova fraude eleitoral,11/10/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/11/10/lista-com-secoes-sem-votos-em-bolsonaro-nao-comprova-fraude-eleitoral.htm
198,Governo Lula não vai criar 'Ministério de Todes'; coluna da Folha é irônica,11/10/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/11/10/coluna-folha-ministerio-de-todes-posts-distorcidos.htm
199,Janones não disse que Lula vai acabar com Auxílio Brasil; vídeo foi editado,11/11/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/11/11/janones-lula-acabar-auxilio-falso.htm
200,É falso que Bolsonaro não recebeu votos em seção de Itacoatiara (AM),11/11/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/11/11/bolsonaro-votacao-itacoatiara-falso.htm
201,Vídeo em que Alexandre de Moraes é hostilizado na Paulista é de 2016,11/11/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/11/11/moraes-hostilizado-paulista-distorcido.htm
202,Ereção fraudulenta: foto de faixa pró-golpe no RS é montagem,11/11/2022,Falsa,Lula,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/11/11/erecao-fraudulenta-foto-de-faixa-pro-golpe-em-rs-e-editada.htm
203,Lula e Haddad não disseram que o governo confiscará heranças,11/16/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/11/17/e-falso-que-lula-e-haddad-tenham-dito-que-o-governo-confiscara-herancas.htm
204,É falso que Lula tenha prometido aumentar IR e confiscar poupanças,11/16/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/11/16/lula-confiscar-poupancas-imposto-de-renda-falso.htm
205,Bolsonaro não chamou apoiadores de 'marginais' e 'terroristas',11/16/2022,Falsa,Lula,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/11/16/bolsonaro-marginais-terroristas-apoiadores-falso.htm
206,É falso que Randolfe assumiu atuar contra políticos de direita no WhatsApp,11/16/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/11/14/e-falso-que-randolfe-assumiu-atuar-contra-politicos-de-direita-no-whatsapp.htm
207,Vídeo de manifestação bolsonarista em Brasília foi gravado no 7/9 de 2021,11/17/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/11/17/manifestacao-bolsonarista-brasilia-falso.htm
208,Vídeo de bolsonaristas em shopping é de 2018; ato ocorreu em BH,11/17/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/11/17/manifestacao-bolsonaristas-jk-iguatemi-falso.htm
209,Primeiro-ministro da Holanda não confirmou fraude em eleição brasileira,11/18/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/11/18/falso-primeiro-ministro-holanda-fraude-brasil.htm
210,É falso vídeo em que petistas teriam atirado em igreja no ES,11/18/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/11/18/video-pt-igreja-falso.htm
211,É falso que emir do Qatar citou 'fraude no Brasil' na abertura da Copa,11/21/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/11/21/e-falso-que-emir-do-qatar-citou-fraude-no-brasil-na-abertura-da-copa.htm
212,É falso que governo de transição de Lula tenha 18 membros condenados,11/21/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/11/21/e-falso-que-governo-de-transicao-de-lula-tenha-18-condenados.htm
213,Policiais não foram presos após tentarem desmobilizar bolsonaristas no RS,11/21/2022,Falsa,Lula,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/11/18/policiais-presos-exercito-falso.htm
214,Títulos de eleitor descartados mostrados em vídeo são inválidos,11/22/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/11/22/titulos-descartados-no-ceara.htm
215,Vídeo engana ao associar retirada de urnas de prédio a fraude eleitoral,11/22/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/11/22/video-engana-ao-associar-tirada-de-urnas-de-predio-em-sp-a-fraude-eleitoral.htm
216,É falso que petista é sócio de empresa que fez transporte de urnas em SP,11/23/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/11/23/e-falso-que-petista-e-socio-de-empresa-que-fez-transporte-de-urnas-em-sp.htm
217,Votos depositados nas urnas após as 17 horas não indicam fraude,11/23/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/comprova/ultimas-noticias/2022/11/23/votos-depositados-nas-urnas-apos-as-17-horas-nao-indicam-fraude.htm
