,Título da checagem,Data da checagem,Natureza da notícia,Candidato(s) favorecidos(s) pela notícia falsa,Agência,Link
118,Vídeo que mostra agressão em rádio de Roraima é de 2018 e não tem relação com Lula e Bolsonaro,9/28/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/video-que-mostra-agressao-em-radio-de-roraima-e-de-2018-e-nao-tem-relacao-com-lula-e-bolsonaro/
119,Voto não é perdido ao apertar ‘confirma’ na urna durante alerta para conferir o voto,9/28/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/voto-nao-e-perdido-ao-apertar-confirma-na-urna-durante-alerta-para-conferir-o-voto/
120,"Vídeo mostra bandeira do PT sendo queimada em 2013, não recentemente",9/28/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/video-mostra-bandeira-do-pt-sendo-queimada-em-2013-nao-recentemente/
121,É falso que urnas de Cordeiro (RJ) tinham votos pré-registrados para Lula,9/29/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/e-falso-que-urnas-de-cordeiro-rj-tinham-votos-pre-registrados-para-lula/
122,É falso que Lula aconselhou Daniel Ortega a manter ditadura na Nicarágua,9/29/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/e-falso-que-lula-aconselhou-daniel-ortega-a-manter-ditadura-na-nicaragua/
123,"Quais desinformações Lula, Bolsonaro, Ciro e Tebet repetiram durante a campanha",9/29/2022,,indefinido,Aos Fatos,https://www.aosfatos.org/noticias/quais-desinformacoes-lula-bolsonaro-ciro-e-tebet-repetiram-durante-a-campanha/
124,Não é verdade que plano de governo de Lula prevê moradias compartilhadas,9/29/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/plano-governo-lula-nao-preve-projeto-moradia-social/
125,É falso que urnas estão sendo modificadas no Sindicato dos Metalúrgicos do ABC,9/29/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/urnas-eletronicas-sindicato-dos-metalurgicos-do-abc/
126,"Notícia sobre bloqueio do WhatsApp no Brasil é de 2015, não atual",9/29/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/noticia-bloqueio-whatsapp-brasil-2015-nao-atual/
127,É falso que votação pode ser contestada se eleitor deixar de assinar livro ou pegar comprovante,9/29/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/e-falso-que-votacao-pode-ser-contestada-se-eleitor-deixar-de-assinar-livro-ou-pegar-comprovante/
128,É falso que Alexandre de Moraes proibiu o uso da camisa do Brasil nas eleições,9/30/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/e-falso-que-alexandre-de-moraes-proibiu-o-uso-da-camisa-do-brasil-nas-eleicoes/
129,É falso que Lula usava tornozeleira eletrônica no debate da Globo,9/30/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/e-falso-que-lula-usava-tornozeleira-eletronica-no-debate-da-globo/
130,Governo da Bahia não decretou que policiais fiquem nos quartéis no dia da eleição,9/30/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/governo-da-bahia-nao-decretou-que-policiais-fiquem-nos-quarteis-no-dia-da-eleicao/
131,"Faixa com ‘Globo lixo’ foi erguida por Bolsonaro em aeroporto, não em frente à emissora",10/1/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/faixa-com-globo-lixo-foi-erguida-por-bolsonaro-em-aeroporto-nao-em-frente-a-emissora/
132,Vídeo de urna em porta-malas de Uber em Campo Grande não mostra irregularidade,10/1/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/video-de-urna-em-porta-malas-de-uber-em-campo-grande-nao-mostra-irregularidade/
133,Vulnerabilidades em urnas citadas em vídeo de 2014 já foram corrigidas,10/1/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/video-vulnerabilidades-urnas-2014-cita-problemas-ja-corrigidos/
134,É falso que urnas tinham votos pré-registrados para Lula em Serafina Corrêa (RS),10/1/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/e-falso-que-urnas-tinham-votos-pre-registrados-para-lula-em-serafina-correa-rs/
135,É falso que Polícia Federal identificou urnas com votos já registrados em Brasília,10/1/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/e-falso-que-policia-federal-identificou-urnas-com-votos-ja-registrados-em-brasilia/
136,É falso que Datafolha orienta pesquisadores a cancelar entrevista com apoiadores de Bolsonaro,10/1/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/e-falso-que-datafolha-orienta-pesquisadores-a-cancelar-entrevista-com-apoiadores-de-bolsonaro/
137,"Em 2022, TSE disponibilizou mais urnas em países estrangeiros e menos em presídios",10/1/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/tse-urnas-exterior-presidios/
138,"Queixas sobre urnas não serão feitas pelo app Pardal, do TSE, em 2022",10/1/2022,Falsa,indefinido,Aos Fatos,https://www.aosfatos.org/noticias/queixas-sobre-urnas-nao-serao-feitas-pelo-app-pardal-do-tse-em-2022/
139,Plano de governo de Lula não prevê legalização de drogas ou perseguição a religiosos,10/1/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/plano-de-governo-de-lula-nao-preve-legalizacao-de-drogas-ou-perseguicao-a-religiosos/
140,Vídeo que mostra confusão entre petistas em Aracaju é de 2013 e não tem relação com ato de Lula,10/1/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/video-confusao-petistas-aracaju-2013-sem-relacao-ato-lula/
141,Alexandre de Moraes não pediu retirada de vídeo em que Bolsonaro aparece emocionado,10/1/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/alexandre-de-moraes-nao-pediu-retirada-de-video-em-que-bolsonaro-aparece-emocionado/
142,Não é possível afirmar que Bolsonaro venceu na Nova Zelândia em 2022,10/2/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/nao-e-possivel-afirmar-que-bolsonaro-venceu-na-nova-zelandia-em-2022/
143,Táxi mostrado em vídeo estava a serviço do TRE-RJ e com escolta policial,10/2/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/taxi-mostrado-em-video-estava-a-servico-do-tre-rj-e-com-escolta-policial/
144,Vídeo que mostra bolsonaristas comemorando em shopping não foi gravado na Austrália,10/2/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/bolsonaristas-shopping-australia/
145,"Vídeo em que pessoas cantam hino em Lisboa é de 7 de Setembro, não da véspera do 1º turno",10/2/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/video-em-que-pessoas-cantam-hino-em-lisboa-e-de-7-de-setembro-nao-da-vespera-do-1-turno/
146,É falso que urnas foram substituídas no Japão por mostrar número 13 em vez de 22,10/2/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/e-falso-que-urnas-foram-substituidas-no-japao-por-mostrar-13-em-vez-de-22/
147,Vídeo engana ao afirmar que fotos de candidatos foram trocadas em Sapiranga (RS),10/2/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/video-engana-ao-afirmar-que-fotos-de-candidatos-foram-trocadas-em-sapiranga-rs/
148,É falso tuíte em que Ciro Gomes teria declarado apoio a Bolsonaro,10/3/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/e-falso-tuite-em-que-ciro-gomes-teria-declarado-apoio-a-bolsonaro/
149,É falso que o total de votos para Lula em Barreiras (BA) foi superior ao número de habitantes da cidade,10/3/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/e-falso-que-o-total-de-votos-para-lula-em-barreiras-ba-foi-superior-ao-numero-de-habitantes-da-cidade/
150,"Fala de Lula sobre ‘não deixar quietos’ Moro e Dallagnol é de 2020, não atual",10/3/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/fala-de-lula-sobre-nao-deixar-quietos-moro-e-dallagnol-e-de-2020-nao-atual/
151,Não é verdade que Ciro gravou áudio dizendo que eleições estão armadas para Lula,10/4/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/nao-e-verdade-que-ciro-gravou-audio-dizendo-que-eleicoes-estao-armadas-para-lula/
152,Vídeo engana ao dizer que boletim de urna jogado na rua em Curitiba indica votos descartados,10/4/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/video-engana-ao-dizer-que-boletim-de-urna-jogado-na-rua-em-curitiba-indica-votos-descartados/
153,Não é verdade que eleitores do Espírito Santo já votaram para o segundo turno,10/4/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/nao-e-verdade-que-eleitores-do-espirito-santo-ja-votaram-para-o-segundo-turno/
154,"Vídeo não mostra fraude, mas defeito em urna que foi substituída em Petrópolis (RJ)",10/4/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/video-nao-mostra-fraude-mas-defeito-em-urna-que-foi-substituida-em-petropolis-rj/
155,Áudio sobre ‘revelação divina’ e ‘guerra’ no segundo turno não é de Michelle Bolsonaro,10/4/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/audio-sobre-revelacao-divina-e-guerra-no-segundo-turno-nao-e-de-michelle-bolsonaro/
156,É falso que cidades do Nordeste registraram mais votos em Lula que total de habitantes,10/5/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/cidades-nordeste-nao-registraram-mais-votos-lula-que-total-habitantes/
157,Voto em trânsito justifica votação maior para presidente do que para outros cargos,10/5/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/voto-em-transito-justifica-votacao-maior-para-presidente-do-que-para-outros-cargos/
158,Quadro de Baphomet em foto de Bolsonaro na maçonaria é montagem,10/5/2022,Falsa,Lula,Aos Fatos,https://www.aosfatos.org/noticias/quadro-de-baphomet-em-foto-de-bolsonaro-na-maconaria-e-montagem/
159,É falso que Lula propõe criação de banheiro infantil unissex caso eleito,10/5/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/e-falso-que-lula-propoe-criacao-de-banheiro-infantil-unissex-caso-eleito/
160,Lula não disse que ‘nem Deus tira essa eleição’ dele,10/5/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/lula-nao-disse-que-nem-deus-tira-essa-eleicao-dele/
161,É falso que Lula prometeu acabar com Auxílio Brasil e proibir benefício a quem mora sozinho,10/6/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/falso-lula-prometeu-acabar-com-auxilio-brasil/
162,É mentira que seção em Sete Lagoas (MG) registrou mais votos do que eleitores,10/6/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/e-mentira-que-secao-em-sete-lagoas-mg-registrou-mais-votos-do-que-eleitores/
163,Tuítes atribuídos a Lula sobre fechamento de igrejas são falsos,10/7/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/tuites-atribuidos-a-lula-sobre-fechamento-de-igrejas-sao-falsos/
164,É falsa imagem em que Lula segura estátua de Baphomet,10/7/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/e-falsa-imagem-em-que-lula-segura-estatua-de-baphomet/
165,Diferença de votos entre Lula e Bolsonaro em Maceió mostrada em vídeo ocorreu por erro em site de jornal,10/7/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/diferenca-votos-lula-bolsonaro-maceio-video-erro-site-jornal/
166,"No início do segundo turno, Bolsonaro e Lula citam informações falsas sobre fome, educação e ministros do STF",10/7/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/no-inicio-do-segundo-turno-bolsonaro-e-lula-citam-informacoes-falsas-sobre-fome-educacao-e-ministros-do-stf/
167,Áudio que fala em intervenção militar nas eleições não foi gravado pelo ministro da Defesa,10/7/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/audio-que-fala-em-intervencao-militar-nas-eleicoes-nao-foi-gravado-pelo-ministro-da-defesa/
168,"Vídeo em que Barroso alega atraso na totalização é de 2020, não recente",10/7/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/video-em-que-barroso-alega-atraso-na-totalizacao-e-de-2020-nao-recente/
169,É falso que Erika Hilton foi convidada para ministério no governo Lula,10/7/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/e-falso-que-erika-hilton-foi-convidada-para-ministerio-no-governo-lula/
170,Lula não postou tuíte em que diz ‘chega dessa coisa de cristianismo’ e ‘Estado será o novo Deus’,10/7/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/lula-nao-postou-tuite-em-que-diz-chega-dessa-coisa-de-cristianismo-e-estado-sera-o-novo-deus/
171,É falso que Dias Toffoli assumiu a presidência do TSE no lugar de Alexandre de Moraes,10/10/2022,Falsa,indefinido,Aos Fatos,https://www.aosfatos.org/noticias/falso-dias-toffoli-presidencia-tse-alexandre-de-moraes/
172,"Voto em trânsito explica número maior de eleitores em Macapá e Uberaba (MG), não fraude",10/10/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/voto-em-transito-explica-numero-maior-de-eleitores-em-macapa-e-uberaba-mg-nao-fraude/
173,Boletins de urna mostrados em vídeo não são de MG nem provam fraude,10/10/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/boletins-de-urna-mostrados-em-video-nao-sao-de-mg-nem-provam-fraude/
174,"Posts inventam projetos sobre incesto, pedofilia, liberação do roubo e mudança de sexo",10/11/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/posts-inventam-projetos-sobre-incesto-pedofilia-liberacao-do-roubo-e-mudanca-de-sexo/
175,Homem que aparece em vídeo não é Geddel e fazendas citadas não são de Lula e Dilma,10/11/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/homem-que-aparece-em-video-nao-e-geddel-e-fazendas-citadas-nao-sao-de-lula-e-dilma/
176,É falso que Bolsonaro propôs acabar com feriado de 12 de outubro,10/11/2022,Falsa,Lula,Aos Fatos,https://www.aosfatos.org/noticias/falso-bolsonaro-acabar-feriado-12-de-outubro/
177,Vídeo do JN é editado para fazer crer que Bolsonaro aparece à frente de Lula em pesquisa do Ipec,10/11/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/jn-editado-bolsonaro-lula-pesquisa-ipec/
178,É falso que eleitor de Lula não precisará votar no 2º turno por indicação de Alexandre de Moraes,10/11/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/falso-eleitor-lula-nao-precisa-votar-2-turno/
179,Lula não propôs prazo para devolver armas e nem reduzir armamentos da polícia,10/11/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/lula-nao-propos-devolver-armas-reduzir-armamentos-policia/
180,PT não propôs em 2022 criar assembleia constituinte e descriminalizar drogas,10/11/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/pt-nao-propos-em-2022-criar-assembleia-constituinte-e-descriminalizar-drogas/
181,"Sigla CPX, que aparece em boné de Lula, não tem relação com facção criminosa",10/13/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/sigla-cpx-que-aparece-em-bone-de-lula-nao-tem-relacao-com-faccao-criminosa/
182,Homem ao lado de Lula em foto é ator absolvido da acusação de associação com tráfico em 2011,10/13/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/homem-ao-lado-de-lula-em-foto-e-ator-absolvido-da-acusacao-de-associacao-com-trafico-em-2011/
183,É falso que Bolsonaro tuitou crítica a padres e bispos sobre campanha em Aparecida,10/13/2022,Falsa,Lula,Aos Fatos,https://www.aosfatos.org/noticias/falso-tuite-bolsonaro-padres-bispos-aparecida/
184,É falso tuíte atribuído a Lula sobre tráfico de drogas gerar riqueza para comunidades,10/14/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/falso-tuite-lula-trafico-drogas-riqueza-comunidades/
185,É falso que traficantes invadiram seções eleitorais na Rocinha e no Turano para obrigar votos em Lula,10/14/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/falso-traficantes-rj-lula/
186,É falso que Lula disse ser contra auxílio e distribuição de renda para os mais pobres,10/17/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/falso-lula-contra-auxilio/
187,Vídeo é editado para fazer crer que Lula apoia roubo de celular como meio de sobrevivência,10/17/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/falso-lula-apoia-roubo-de-celular/
188,Lula não escreveu tuíte sobre bloquear poupanças para manter Auxílio Brasil,10/17/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/lula-tuite-falso-bloquear-poupanca-auxilio-brasil/
189,Augusto Heleno não disse que Tarcísio de Freitas está sob ameaça,10/17/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/augusto-heleno-nao-disse-que-tarcisio-de-freitas-esta-sob-ameaca/
190,É falso que Bolsonaro tuitou ‘quem nunca se sentiu atraído por jovenzinha’,10/18/2022,Falsa,Lula,Aos Fatos,https://www.aosfatos.org/noticias/falso-tuite-bolsonaro-jovenzinha/
191,Vídeo dissemina teoria conspiratória sobre hackers russos no TSE e manipulação na apuração,10/18/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/falso-hackers-russos-tse/
192,Homem ao lado de Lula em vídeo não foi preso por tiroteio próximo a ato de Tarcísio de Freitas,10/18/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/falso-homem-foto-lula-tiroteio-paraisopolis-tarcisio/
193,É falso que Lula prometeu acabar com trabalho por aplicativo,10/18/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/e-falso-que-lula-prometeu-acabar-com-trabalho-por-aplicativo/
194,"No Flow, Lula infla legado do PT e distorce fala de Bolsonaro sobre mentiras na política",10/18/2022,,Lula,Aos Fatos,https://www.aosfatos.org/noticias/lula-flow-podcast-checamos/
195,"Ao dizer no Flow que ‘político tem que mentir’, Lula se referia a Bolsonaro",10/19/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/lula-flow-politico-tem-que-mentir/
196,É falso que padre foi agredido por bolsonaristas no Rio Grande do Sul,10/19/2022,Falsa,Lula,Aos Fatos,https://www.aosfatos.org/noticias/falso-padre-agredido-bolsonaristas-candiota/
197,"Vídeo mostra manifestação em faculdade em Joinville, não invasão de igreja luterana",10/19/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/video-mostra-manifestacao-em-faculdade-em-joinville-nao-invasao-de-igreja-luterana/
198,É mentira que censor do TSE esteve na Jovem Pan,10/20/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/falso-censor-tse-jovem-pan/
199,TSE não obrigou pastor André Valadão a se retratar nas redes sociais,10/20/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/tse-nao-obrigou-pastor-andre-valadao-a-se-retratar-nas-redes-sociais/
200,"Marcola citado por Lula em discurso é assessor do PT, não líder do PCC",10/20/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/lula-marcola-discurso-assessor-do-pt-nao-lider-do-pcc/
201,É falso que PT pediu ao TSE para fechar a Jovem Pan,10/20/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/falso-pt-pediu-para-fechar-jovem-pan/
202,Bolsonaro mente ao dizer que PT propôs diminuir idade do estupro de vulnerável,10/21/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/falso-pt-propos-diminuir-idade-estupro-de-vulneravel/
203,Tuítes atribuídos a Felipe Neto e André Janones sobre entrevista de Bolsonaro são falsos,10/21/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/tuites-falsos-felipe-neto-andre-janones-sobre-entrevista-bolsonaro/
204,"Vídeo mostra migrantes venezuelanos em direção aos EUA, não ao Brasil",10/21/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/video-mostra-migrantes-venezuelanos-em-direcao-aos-eua-nao-ao-brasil/
205,É falso que PT votou contra a criação do Auxílio Brasil no Congresso,10/21/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/falso-pt-votou-contra-auxilio-brasil-congresso/
206,"Vídeo de balsa em chamas mostra ação contra garimpo ilegal, não incêndio criminoso de petistas",10/24/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/incendio-balsa-garimpo-ilegal-lula/
207,"Após ataque de Roberto Jefferson a policiais, Bolsonaro mente para se afastar do aliado",10/24/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/apos-ataque-de-roberto-jefferson-a-policiais-bolsonaro-mente-para-se-afastar-do-aliado/
208,"Vídeo mostra professoras forçando menino a tomar ômega 3, não a passar batom",10/24/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/falso-professoras-menino-batom/
209,Imagem é manipulada para mostrar Lula ao lado de traficante carioca,10/24/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/falso-lula-celsinho-vila-vintem/
210,"Vídeo mostra limpeza de canal, não membros do MST bloqueando o rio São Francisco",10/24/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/falso-mst-bloqueia-rio-sao-francisco/
211,É falso que policial ferida por Roberto Jefferson estava grávida e perdeu o bebê,10/25/2022,Falsa,indefinido,Aos Fatos,https://www.aosfatos.org/noticias/falso-policial-ferida-roberto-jefferson-gravida-perdeu-bebe/
212,Lula não é o criador do auxílio-reclusão nem do indulto para presos,10/25/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/lula-nao-criou-auxilio-reclusao-nem-indulto-presos/
213,"Vídeo com mensagem de Maduro para Lula é de 2020, não atual",10/25/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/video-maduro-lula-2020-nao-atual/
214,É falso que Bolsonaro perdeu votos na totalização após aplicativo do TSE travar,10/25/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/falso-bolsonaro-perdeu-votos-totalizacao-apos-aplicativo-tse-travar/
215,"Lula não tuitou que vai liberar pequenos furtos, como o de celular",10/25/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/lula-nao-tuitou-liberar-pequenos-furtos-celular/
216,Vídeo editado faz crer que Bolsonaro disse que cortará salários e aposentadorias em 25%,10/25/2022,Falsa,Lula,Aos Fatos,https://www.aosfatos.org/noticias/video-editado-bolsonaro-cortara-salarios-aposentadorias/
217,É mentira que Lula está em liberdade provisória,10/26/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/falso-lula-liberdade-provisoria/
218,‘O Globo’ não teve acesso antecipado a resultado do segundo turno,10/27/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/globo-resultado-segundo-turno/
219,"Vídeo mostra resoluções de encontro de direitos humanos do PT, não plano de governo do partido",10/27/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/video-mostra-resolucoes-encontro-pt-nao-plano-governo/
220,Vídeo do ex-jogador Ronaldo foi editado para insinuar que ele declarou apoio a Bolsonaro,10/28/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/video-do-ex-jogador-ronaldo-foi-editado-para-insinuar-que-ele-declarou-apoio-a-bolsonaro/
221,"Não é verdade que Pardal, aplicativo do TSE, impede denúncias contra o PT",10/28/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/pardal-tse-nao-impede-denuncias-contra-pt/
222,"É falso que campanha de Bolsonaro gastou só R$ 2,5 milhões e não anunciou no Google",10/28/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/falso-bolsonaro-nao-anunciou-google/
223,Eleitor não votou antecipadamente para o 2º turno no PA,10/28/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/eleitor-nao-votou-antecipadamente-2-turno-para/
224,Lula não disse em debate que MEI vai acabar; modalidade foi criada no governo do petista,10/29/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/lula-nao-disse-mei-vai-acabar-debate-globo/
225,Propostas em santinho apócrifo não constam no plano de governo de Lula,10/29/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/propostas-em-santinho-apocrifo-nao-constam-no-plano-de-governo-de-lula/
226,"Vídeo mostra abordagem policial a torcedores no Ceará, não petistas que iriam ‘botar o terror’ em Curitiba",10/29/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/video-mostra-abordagem-policial-torcedores-ceara-nao-petistas-botar-terror-curitiba/
227,Lula não disse que vai rever ou acabar com o PIX,10/29/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/lula-nao-disse-que-vai-rever-ou-acabar-com-o-pix/
228,É falso que Jean Wyllys será ministro da Educação em eventual governo Lula,10/29/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/falso-que-jean-wyllys-ministro-da-educacao-lula/
229,Lula não usou ponto eletrônico no ouvido no debate da Globo,10/29/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/lula-nao-usou-ponto-eletronico-ouvido-debate-globo/
230,Lula não disse que ‘educação de relacionamento homoafetivo’ será prioridade nas escolas,10/30/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/falso-lula-educacao-de-relacionamento-homoafetivo/
231,É falso que PF apreendeu R$ 985 milhões destinados à campanha de Lula,10/30/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/falso-pf-apreendeu-985-milhoes-lula/
232,É falso que foto de candidato não apareceu em urna de Taguatinga,10/30/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/falso-foto-candidato-nao-apareceu-urna-taguatinga/
233,"Foto mostra dinheiro apreendido no RJ em 2020, não no PA antes da eleição",10/30/2022,Falsa,Jair Bolsonaro,Aos Fatos,https://www.aosfatos.org/noticias/foto-mostra-dinheiro-apreendido-no-rj-em-2020-nao-no-pa-antes-da-eleicao/
